id,tokens_model_1,labels_model_1,predictions_model_1,tokens_model_2,labels_model_2,predictions_model_2,model_1_wrong,model_2_wrong
229,"['parsed', 'as', 'the', 'specified', 'category', '.', 'The', ""'"", 'target', 'condition', '(', 'TCND', ')', ""'"", 'represents', 'conditions', 'on', 'variables', 'in', 'tile', ""'"", 'target', 'pattern', '.', ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['parsed', 'as', 'the', 'specified', 'category', 'The', 'target', 'condition', '(', 'TCND', ')', 'represents', 'conditions', 'on', 'variables', 'in', 'tile', 'target', 'pattern']","['O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True,False
244,"['Two', 'additional', 'general', 'features', 'were', 'used', '.', 'The', 'preposition', 'feature', '(', 'PREP', ')', 'captures', 'the', 'most', 'indicative', 'preposition', 'among', 'connected']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Two', 'additional', 'general', 'features', 'were', 'used', 'The', 'preposition', 'feature', '(', 'PREP', ')', 'captures', 'the', 'most', 'indicative', 'preposition', 'among', 'connected']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,True
250,"['two', 'aspects', ':', 'how', 'well', 'the', 'generated', 'text', 'reflects', 'the', 'source', 'data', ',', 'whether', 'it', 'be', 'text', 'in', 'another', 'language', 'for', 'machine', 'translation', '(', 'MT', ')', ',', 'a', 'natural', 'language', 'generation', '(', 'NLG', ')', 'input', 'representation', ',', 'a', 'doc', '-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['two', 'aspects', 'how', 'well', 'the', 'generated', 'text', 'reflects', 'the', 'source', 'data', 'whether', 'it', 'be', 'text', 'in', 'another', 'language', 'for', 'machine', 'translation', '(', 'MT', ')', 'a', 'natural', 'language', 'generation', '(', 'NLG', ')', 'input', 'representation', 'a', 'doc']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O']",True,False
254,"['Conceptual', 'structures', '(', 'ConcSs', ')', ';', '?', 'Parsed', 'syntactic', 'structures', '(', 'PSyntSs', ')', '.']","['B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O']","['O', 'O', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O']","['Conceptual', 'structures', '(', 'ConcSs', ')', 'Parsed', 'syntactic', 'structures', '(', 'PSyntSs', ')']","['B-long', 'I-long', 'O', 'B-short', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O']","['B-long', 'I-long', 'O', 'B-short', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O']",True,False
261,"['consists', 'of', 'following', 'elements', ':', 'Topic', 'Number', '(', 'NUM', ')', ',', 'Topic', 'Title', '(', 'TITLE', ')', ',', 'Topic', 'question', '(', 'DESC', ')', ',', 'Topic', 'Narrativ', 'e', '(', 'NARR', ')', 'and', 'Topic', 'Concepts', '(', 'CONC', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'O', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O']","['consists', 'of', 'following', 'elements', 'Topic', 'Number', '(', 'NUM', ')', 'Topic', 'Title', '(', 'TITLE', ')', 'Topic', 'question', '(', 'DESC', ')', 'Topic', 'Narrativ', 'e', '(', 'NARR', ')', 'and', 'Topic', 'Concepts', '(', 'CONC', ')']","['O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'B-short', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O']","['O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'B-short', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O']",True,False
262,"['MR', '=', 'MN', '/', 'length', '(', '5', ')', '?', 'The', 'Continuous', 'Match', 'Valu', 'e', '(', 'CMV', ')', ':', 'Continuous', 'match', 'should', 'be', 'better', 'than', 'the']","['B-short', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-short', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['MR', 'MN', 'length', '(', '5', ')', 'The', 'Continuous', 'Match', 'Valu', 'e', '(', 'CMV', ')', 'Continuous', 'match', 'should', 'be', 'better', 'than', 'the']","['B-short', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-short', 'I-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,True
264,"['The', 'central', 'components', 'of', 'our', 'non', '-', 'parametric', 'Bayesian', 'models', 'are', 'the', 'Chinese', 'Restaurant', 'Processes', '(', 'CRPs', ')', 'and', 'the', 'closely', 'related', 'Dirichlet', 'Processes', '(', 'DPs', ')', '(', 'Ferguson', ',', '1973', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'central', 'components', 'of', 'our', 'non', 'parametric', 'Bayesian', 'models', 'are', 'the', 'Chinese', 'Restaurant', 'Processes', '(', 'CRPs', ')', 'and', 'the', 'closely', 'related', 'Dirichlet', 'Processes', '(', 'DPs', ')', '(', 'Ferguson', '1973', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O']",True,False
273,"['For', 'example', ',', 'an', 'infinitival', 'clause', '(', 'INFCL', ')', 'may', 'contain', 'a', 'noun', 'phrase', 'with', 'an', 'embedded', 'relative', 'clause', '(', 'RELCL', ')', '.', 'Elimination']","['O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O']","['For', 'example', 'an', 'infinitival', 'clause', '(', 'INFCL', ')', 'may', 'contain', 'a', 'noun', 'phrase', 'with', 'an', 'embedded', 'relative', 'clause', '(', 'RELCL', ')', 'Elimination']","['O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O']","['O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'O', 'B-short', 'O', 'O']",False,True
287,"['making', 'valuable', 'data', 'resources', 'publicly', 'available', '.', 'The', 'author', 'is', 'a', 'member', 'of', 'the', 'Institute', 'for', 'Robotics', 'and', 'Intelligent', 'Systems', '(', 'IRIS', ')', 'and', 'wishes', 'to', 'acknowledge', 'the', 'support', 'of', 'the', 'Networks', 'of', 'Centres', 'of', 'Excellenc', 'e', 'Program', 'of', 'the', 'Government', 'of', 'Canada', ',', 'the', 'Natural', 'Sciences', 'and', 'Engineering', 'Research', 'Council', '(', 'NSERC', ')', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O']","['making', 'valuable', 'data', 'resources', 'publicly', 'available', 'The', 'author', 'is', 'a', 'member', 'of', 'the', 'Institute', 'for', 'Robotics', 'and', 'Intelligent', 'Systems', '(', 'IRIS', ')', 'and', 'wishes', 'to', 'acknowledge', 'the', 'support', 'of', 'the', 'Networks', 'of', 'Centres', 'of', 'Excellenc', 'e', 'Program', 'of', 'the', 'Government', 'of', 'Canada', 'the', 'Natural', 'Sciences', 'and', 'Engineering', 'Research', 'Council', '(', 'NSERC', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O']",False,True
288,"['NP', 're', '-', 'annotation', 'very', 'helpful', 'for', 'the', 'performance', '.', 'We', 'think', 'it', 'is', 'because', 'of', 'the', 'annotation', 'style', 'of', 'the', 'Upenn', 'Chinese', 'Treebank', '(', 'CTB', ')', '.', 'According', 'to', 'Xue', 'et', 'al']","['B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NP', 're', 'annotation', 'very', 'helpful', 'for', 'the', 'performance', 'We', 'think', 'it', 'is', 'because', 'of', 'the', 'annotation', 'style', 'of', 'the', 'Upenn', 'Chinese', 'Treebank', '(', 'CTB', ')', 'According', 'to', 'Xue', 'et', 'al']","['B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O']","['B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O']",True,False
296,"['Figure', '1', 'Examples', 'of', 'contextual', 'phenomena', ',', 'ellipsis', 'depends', 'on', 'the', 'context', 'and', 'means', ""'"", 'credit', 'card', ""'"", ';', 'it', 'is', 'both', 'a', 'focus', 'and', 'an', 'object', '(', 'OBJ', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O', 'O']","['Figure', '1', 'Examples', 'of', 'contextual', 'phenomena', 'ellipsis', 'depends', 'on', 'the', 'context', 'and', 'means', 'credit', 'card', 'it', 'is', 'both', 'a', 'focus', 'and', 'an', 'object', '(', 'OBJ', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'O', 'B-short', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'I-long', 'O', 'B-short', 'O']",False,True
303,"['syntactic', 'tree', 'fragments', '(', 'STFs', ')', 'and', 'partial', 'tree', 'fragments', '(', 'PTFs', ')', '2', '.', '2', '.', '1', 'Syntactic', 'Tree', 'Kernels', '(', 'STK', ')', 'An', 'STF', 'is', 'a', 'connected', 'subset', 'of', 'the', 'nodes', 'and']","['B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['syntactic', 'tree', 'fragments', '(', 'STFs', ')', 'and', 'partial', 'tree', 'fragments', '(', 'PTFs', ')', '2', '2', '1', 'Syntactic', 'Tree', 'Kernels', '(', 'STK', ')', 'An', 'STF', 'is', 'a', 'connected', 'subset', 'of', 'the', 'nodes', 'and']","['B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'O', 'O', 'B-long', 'I-long', 'I-long', 'O', 'B-short', 'O', 'O', 'B-short', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True,False
